,all_middle,comp_text,compound,id_text,line_id,line_label,link,middle_terms,nom_suff
2160,-?u??:,?iri?-?u?? he?-bi?-ib-gub-be?,?iri[foot] gub[stand],c.3.3.10,22,21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.3.3.10&display=Crit&charenc=gcirc#,,-?u??
2151,-?u??:,?iri?-?u?? im-mi-gub,?iri[foot] gub[stand],c.2.4.2.25,21,20,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.25&display=Crit&charenc=gcirc#,,-?u??
2147,:,?iri? ba-da-gub,?iri[foot] gub[stand],c.2.4.2.02,26,26,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.02&display=Crit&charenc=gcirc#,,
2143,:,?iri? bi?-gub,?iri[foot] gub[stand],c.2.1.6,58,58,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.6&display=Crit&charenc=gcirc#,,
2146,:,?iri? bi?-gub,?iri[foot] gub[stand],c.2.4.1.3,35,35,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.1.3&display=Crit&charenc=gcirc#,,
2150,:,?iri? bi?-gub,?iri[foot] gub[stand],c.2.4.2.05,203,235,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.05&display=Crit&charenc=gcirc#,,
89,:,?iri? bi?-gub,?iri[foot] gub[stand],etcsri/Q000376,122,123,,,
2141,:,?iri? bi?-in-gub,?iri[foot] gub[stand],c.1.8.2.4,231,A226,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.4&display=Crit&charenc=gcirc#,,
2148,:,?iri? gub,?iri[foot] gub[stand],c.2.4.2.03,138,A146,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.03&display=Crit&charenc=gcirc#,,
2167,:,?iri? gub,?iri[foot] gub[stand],c.4.27.01,6,A6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.27.01&display=Crit&charenc=gcirc#,,
2099,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.1.3,84,84,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.3&display=Crit&charenc=gcirc#,,
2100,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.1.3,136,136,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.3&display=Crit&charenc=gcirc#,,
2109,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.3.3,173,180,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2110,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.3.3,176,183,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2111,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.3.3,202,209,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2112,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.3.3,205,212,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2113,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.3.3,227,234,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2114,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.3.3,230,237,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2116,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.4.1,24,16,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2117,:,?iri? gub-ba,?iri[foot] gub[stand],c.1.4.1,115,104,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.1&display=Crit&charenc=gcirc#,,
2121,:,?iri? gub-ba-zu,?iri[foot] gub[stand],c.1.6.1,85,85,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.1&display=Crit&charenc=gcirc#,,
2157,:,?iri? gub-ba-zu,?iri[foot] gub[stand],c.2.8.5.b,13,13,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.8.5.b&display=Crit&charenc=gcirc#,,
2158,:,?iri? gub-ba-zu,?iri[foot] gub[stand],c.2.8.5.b,28,28,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.8.5.b&display=Crit&charenc=gcirc#,,
2176,:,?iri? gub-gub-e,?iri[foot] gub[stand],c.6.1.02,298,D8,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.02&display=Crit&charenc=gcirc#,,
2174,:,?iri? gub-gub-i?,?iri[foot] gub[stand],c.5.5.5,93,145,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.5&display=Crit&charenc=gcirc#,,
2140,:,?iri? im-ma-ab-gub-be?-en,?iri[foot] gub[stand],c.1.8.2.4,176,A171,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.4&display=Crit&charenc=gcirc#,,
2098,:,?iri? im-ma-an-gub,?iri[foot] gub[stand],c.1.1.1,204,168,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.1&display=Crit&charenc=gcirc#,,
2115,:,?iri? im-ma-an-gub,?iri[foot] gub[stand],c.1.3.3,238,245,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.3&display=Crit&charenc=gcirc#,,
2165,:,?iri? im-ma-an-gub-gub,?iri[foot] gub[stand],c.4.08.29,74,C17,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.29&display=Crit&charenc=gcirc#,,
2133,:,?iri? im-ma-gub-be?,?iri[foot] gub[stand],c.1.8.2.2,219,219,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
2103,:,?iri? im-ma-ri-in-gub,?iri[foot] gub[stand],c.1.1.4,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.4&display=Crit&charenc=gcirc#,,
2101,:,?iri? im-mi-ib-gub-bu-ne,?iri[foot] gub[stand],c.1.1.3,145,145,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.3&display=Crit&charenc=gcirc#,,
2169,:,?iri? mu-da-an-gub-be?,?iri[foot] gub[stand],c.5.3.2,112,112,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.2&display=Crit&charenc=gcirc#,,
2122,:,?iri? mu-e-ši-ni-gub-gub,?iri[foot] gub[stand],c.1.6.2,140,139,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.2&display=Crit&charenc=gcirc#,,
2142,:,?iri? mu-un-gub,?iri[foot] gub[stand],c.2.1.4,76,C4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.4&display=Crit&charenc=gcirc#,,
2163,:,?iri? mu-un-gub-gub,?iri[foot] gub[stand],c.4.08.29,35,B2,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.29&display=Crit&charenc=gcirc#,,
2144,:,?iri? nam-mi-gub,?iri[foot] gub[stand],c.2.1.7,33,33,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.7&display=Crit&charenc=gcirc#,,
2145,:,?iri? nam-mi-gub,?iri[foot] gub[stand],c.2.1.7,90,90,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.7&display=Crit&charenc=gcirc#,,
90,:,?iri? nam-mi-gub,?iri[foot] gub[stand],etcsri/Q000377,246,Cylinder B xix 3,,,
2166,:,?iri? nu-ni-gub,?iri[foot] gub[stand],c.4.15.2,23,23,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.15.2&display=Crit&charenc=gcirc#,,
2106,:,?iri? u?-da-an-ši-gub,?iri[foot] gub[stand],c.1.3.1,24,A23,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2107,:,?iri? u?-da-an-ši-gub,?iri[foot] gub[stand],c.1.3.1,25,A24,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
2137,:hul[rejoice],?iri? hul? mi-ni-in-gub,?iri[foot] gub[stand],c.1.8.2.3,425,417,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,hul[rejoice],
2134,:hul[rejoice],?iri? hul?-la mi-ni-in-gub,?iri[foot] gub[stand],c.1.8.2.2,345,346,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,hul[rejoice],
2135,:hul[rejoice],?iri? hul?-la mi-ni-in-gub,?iri[foot] gub[stand],c.1.8.2.3,174,172,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,hul[rejoice],
2138,:hul[rejoice],?iri? hul?-la mi-ni-in-gub,?iri[foot] gub[stand],c.1.8.2.3,446,438,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,hul[rejoice],
2139,:hul[rejoice],?iri? hul?-la mi-ni-in-gub,?iri[foot] gub[stand],c.1.8.2.3,519,511,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,hul[rejoice],
2136,:hul[rejoice],?iri? hul?-la mu-ni-in-gub,?iri[foot] gub[stand],c.1.8.2.3,303,299,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.3&display=Crit&charenc=gcirc#,hul[rejoice],
2154,:il[raise],?iri? il?-il?-la im-gub-gub-be?,?iri[foot] gub[stand],c.2.5.4.02,58,58,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.02&display=Crit&charenc=gcirc#,il[raise],
2159,:kur[different] dab[seize],?iri? kur? ba-an-dab?-be?-eš mu-da-an-gub,?iri[foot] gub[stand],c.3.3.10,16,15,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.3.3.10&display=Crit&charenc=gcirc#,kur[different] dab[seize],
2130,:kur[mountain],?iri? kur-še? gub-ba-?u??,?iri[foot] gub[stand],c.1.8.1.5,126,95,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.5&display=Crit&charenc=gcirc#,kur[mountain],
7501,-ba-a:,šag?-ba-a hul?,šag[heart] hul[rejoice],c.2.5.4.01,456,C10,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.01&display=Crit&charenc=gcirc#,,-ba-a
7447,-ba:,šag?-ba hul?-hul?-la,šag[heart] hul[rejoice],c.1.1.3,108,108,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.3&display=Crit&charenc=gcirc#,,-ba
7476,-ba:enedi[game],šag?-ba a-ne hul?-la,šag[heart] hul[rejoice],c.1.8.2.2,400,395,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,enedi[game],-ba
7449,-be?-ne:ten[extinguish] ?ar[place] egal[palace],šag?-be?-ne te-en-ten im-ši-?a?-?a? e?-gal hul?-le-dam,šag[heart] hul[rejoice],c.1.1.3,289,292,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.3&display=Crit&charenc=gcirc#,ten[extinguish] ?ar[place] egal[palace],-be?-ne
7445,-bi:,šag?-bi ba-hul?,šag[heart] hul[rejoice],c.1.1.2,44,44,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.2&display=Crit&charenc=gcirc#,,-bi
7446,-bi:,šag?-bi hul?-hul?-la-da,šag[heart] hul[rejoice],c.1.1.3,39,39,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.1.3&display=Crit&charenc=gcirc#,,-bi
7461,-bi:,šag?-bi nu-hul?,šag[heart] hul[rejoice],c.1.6.3,35,B25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.6.3&display=Crit&charenc=gcirc#,,-bi
7486,-bi:,šag?-bi nu-hul?-la-X,šag[heart] hul[rejoice],c.2.4.1.1,368,C77,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.1.1&display=Crit&charenc=gcirc#,,-bi
7454,-ga-na:,šag?-ga-na hul?-hul?-e,šag[heart] hul[rejoice],c.1.2.2,97,A103,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.2&display=Crit&charenc=gcirc#,,-ga-na
7469,-ga-ni:,šag?-ga-ni al-hul?,šag[heart] hul[rejoice],c.1.8.1.4,263,261,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,-ga-ni
7470,-ga-ni:,šag?-ga-ni al-hul?,šag[heart] hul[rejoice],c.1.8.1.4,267,265,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,-ga-ni
7464,-ga-ni:,šag?-ga-ni an-hul?,šag[heart] hul[rejoice],c.1.8.1.1,41,41,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.1&display=Crit&charenc=gcirc#,,-ga-ni
7538,-ga-ni:,šag?-ga-ni he-em-hul?-le,šag[heart] hul[rejoice],c.4.08.03,30,30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.03&display=Crit&charenc=gcirc#,,-ga-ni
7459,-ga-ni:,šag?-ga-ni hu-mu-hul?-le,šag[heart] hul[rejoice],c.1.4.4,86,110,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.4&display=Crit&charenc=gcirc#,,-ga-ni
7460,-ga-ni:,šag?-ga-ni mu-hul?-e,šag[heart] hul[rejoice],c.1.4.4,97,121,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.4.4&display=Crit&charenc=gcirc#,,-ga-ni
7557,-me:,šag?-me bi?-hul?,šag[heart] hul[rejoice],c.5.5.a,15,15,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.a&display=Crit&charenc=gcirc#,,-me
7496,-za-ra:za?e[you],šag?-za-ra za-e hul?-hul?-mu-di-ni-ib,šag[heart] hul[rejoice],c.2.5.1.4,14,14,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.1.4&display=Crit&charenc=gcirc#,za?e[you],-za-ra
7468,-zu:,šag?-zu ba-e-hul?,šag[heart] hul[rejoice],c.1.8.1.4,251,249,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,-zu
7544,-zu:,šag?-zu he?-em-hul?-le,šag[heart] hul[rejoice],c.4.08.a,16,16,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.08.a&display=Crit&charenc=gcirc#,,-zu
7503,-zu:,šag?-zu he?-mu-e-hul?-le,šag[heart] hul[rejoice],c.2.5.4.10,14,14,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.10&display=Crit&charenc=gcirc#,,-zu
7489,-?a?:,šag?-?a? hul?-la,šag[heart] hul[rejoice],c.2.4.2.02,248,248,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.02&display=Crit&charenc=gcirc#,,-?a?
7536,-?u??:,šag?-?u?? he?-em-hul?-le,šag[heart] hul[rejoice],c.4.07.8,16,15A,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.4.07.8&display=Crit&charenc=gcirc#,,-?u??
7530,:,ša hu-la,šag[heart] hul[rejoice],c.2.8.3.6,4,A4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.8.3.6&display=Crit&charenc=gcirc#,,
7563,:,šag? an-hul?,šag[heart] hul[rejoice],c.6.1.03,49,A47,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.03&display=Crit&charenc=gcirc#,,
7566,:,šag? an-hul?,šag[heart] hul[rejoice],c.6.1.22,203,284,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.1.22&display=Crit&charenc=gcirc#,,
7567,:,šag? an-hul?,šag[heart] hul[rejoice],c.6.2.5,7,A7,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.6.2.5&display=Crit&charenc=gcirc#,,
7553,:,šag? ba-ni-in-hul?-hul?,šag[heart] hul[rejoice],c.5.3.3,52,52,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.3.3&display=Crit&charenc=gcirc#,,
7531,:,šag? hu-la-ka-ni,šag[heart] hul[rejoice],c.2.8.3.6,24,B6,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.8.3.6&display=Crit&charenc=gcirc#,,
7450,:,šag? hul?,šag[heart] hul[rejoice],c.1.2.1,21,21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.1&display=Crit&charenc=gcirc#,,
7502,:,šag? hul?,šag[heart] hul[rejoice],c.2.5.4.09,52,81,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.09&display=Crit&charenc=gcirc#,,
7527,:,šag? hul?,šag[heart] hul[rejoice],c.2.7.1.1,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.7.1.1&display=Crit&charenc=gcirc#,,
559,:,šag? hul?-a-ni,šag[heart] hul[rejoice],etcsri/Q002033,8,8,,,
7495,:,šag? hul?-bi,šag[heart] hul[rejoice],c.2.4.4.2,20,20,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.4.2&display=Crit&charenc=gcirc#,,
7561,:,šag? hul?-gin?,šag[heart] hul[rejoice],c.5.6.3,28,28,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.6.3&display=Crit&charenc=gcirc#,,
7465,:,šag? hul?-hul?,šag[heart] hul[rejoice],c.1.8.1.4,45,45,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
7466,:,šag? hul?-hul?,šag[heart] hul[rejoice],c.1.8.1.4,88,88,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
7467,:,šag? hul?-hul?,šag[heart] hul[rejoice],c.1.8.1.4,132,132,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.1.4&display=Crit&charenc=gcirc#,,
7506,:,šag? hul?-hul?,šag[heart] hul[rejoice],c.2.5.4.19,21,21,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.19&display=Crit&charenc=gcirc#,,
7512,:,šag? hul?-hul?,šag[heart] hul[rejoice],c.2.6.9.2,28,28,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.2&display=Crit&charenc=gcirc#,,
7556,:,šag? hul?-hul?-e,šag[heart] hul[rejoice],c.5.5.a,4,4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.a&display=Crit&charenc=gcirc#,,
7555,:,šag? hul?-hul?-la-?u??,šag[heart] hul[rejoice],c.5.5.3,54,54,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.5.5.3&display=Crit&charenc=gcirc#,,
7451,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.2.2,14,A14,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.2.2&display=Crit&charenc=gcirc#,,
7455,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.3.1,78,D2,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
7456,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.3.1,108,E4,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
7457,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.3.1,432,H234,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
7458,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.3.1,524,I59,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.3.1&display=Crit&charenc=gcirc#,,
7471,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.8.2.1,199,A199,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.1&display=Crit&charenc=gcirc#,,
7472,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.8.2.1,219,A219,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.1&display=Crit&charenc=gcirc#,,
7473,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.8.2.2,112,112,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
7474,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.8.2.2,353,A,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
7475,:,šag? hul?-la,šag[heart] hul[rejoice],c.1.8.2.2,356,D,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.1.8.2.2&display=Crit&charenc=gcirc#,,
7478,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.1.5,33,33,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.5&display=Crit&charenc=gcirc#,,
7479,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.1.5,257,254,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.5&display=Crit&charenc=gcirc#,,
7481,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.1.6,32,32,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.1.6&display=Crit&charenc=gcirc#,,
7484,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.2.4,160,160,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.4&display=Crit&charenc=gcirc#,,
7485,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.2.4,276,275,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.2.4&display=Crit&charenc=gcirc#,,
7487,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.4.1.4,84,25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.1.4&display=Crit&charenc=gcirc#,,
7490,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.4.2.04,265,393,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.04&display=Crit&charenc=gcirc#,,
7491,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.4.2.14,29,29,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.14&display=Crit&charenc=gcirc#,,
7492,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.4.2.14,30,30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.14&display=Crit&charenc=gcirc#,,
7494,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.4.2.24,74,74,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.4.2.24&display=Crit&charenc=gcirc#,,
7497,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.5.3.1,191,181,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.3.1&display=Crit&charenc=gcirc#,,
7500,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.5.4.01,294,A293,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.01&display=Crit&charenc=gcirc#,,
7504,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.5.4.13,29,A29,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.4.13&display=Crit&charenc=gcirc#,,
7508,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.5.8.1,145,153,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.5.8.1&display=Crit&charenc=gcirc#,,
7509,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.6.1,26,22,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.6.1&display=Crit&charenc=gcirc#,,
7510,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.7.1,59,59,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.7.1&display=Crit&charenc=gcirc#,,
7511,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.9.1,5,5,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.1&display=Crit&charenc=gcirc#,,
7513,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.9.2,47,47,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.2&display=Crit&charenc=gcirc#,,
7514,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.9.3,25,25,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.3&display=Crit&charenc=gcirc#,,
7515,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.9.4,14,14,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.4&display=Crit&charenc=gcirc#,,
7516,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.9.4,30,30,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.4&display=Crit&charenc=gcirc#,,
7517,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.9.5,20,20,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.5&display=Crit&charenc=gcirc#,,
7519,:,šag? hul?-la,šag[heart] hul[rejoice],c.2.6.9.5,34,34,http://etcsl.orinst.ox.ac.uk/cgi-bin/etcsl.cgi?text=c.2.6.9.5&display=Crit&charenc=gcirc#,,
